OBJECTID,sa1no,metroariac,metroarian,ma_edu,ma_edu_n,ma_fpost,ma_fpost_n,ma_hlth,ma_hlth_n,ma_ptrans,ma_ptransn,ma_shop,ma_shop_n,ucl_code,ucl_name,Shape_Leng,Shape_Area,Suburb_Name
19201,30203103513,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.029332495,2.86141E-05,Boondall
19202,30203103514,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.024712048,3.08117E-05,Boondall
19203,30203103515,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.013206692,9.52704E-06,Boondall
19204,30203103516,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.013813221,8.60014E-06,Boondall
19205,30203103517,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.014891121,1.35911E-05,Boondall
19206,30203103518,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.019342787,1.57719E-05,Boondall
19207,30203103519,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.023558067,2.56929E-05,Boondall
19208,30203103520,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.021436691,2.11551E-05,Boondall
19209,30203103521,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.145651173,0.000490436,Boondall
19210,30203103522,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.009972709,5.33979E-06,Boondall
19211,30203103601,5,Limited Accessibility,5,Limited Accessibility,5,Limited Accessibility,5,Limited Accessibility,4,Low Accessibility,4,Low Accessibility,301001,Brisbane,0.328016793,0.00416959,Brisbane Airport
19212,30203103701,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,2,High Accessibility,4,Low Accessibility,301001,Brisbane,0.085691392,0.000215775,Eagle Farm - Pinkenba
19213,30203103702,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.0985101,0.000438246,Eagle Farm - Pinkenba
19214,30203103801,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.026835089,3.86394E-05,Northgate - Virginia
19215,30203103802,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.028828937,3.3242E-05,Northgate - Virginia
19216,30203103803,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.013873773,1.18378E-05,Northgate - Virginia
19217,30203103804,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016721695,1.57936E-05,Northgate - Virginia
19218,30203103805,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020425059,2.52337E-05,Northgate - Virginia
19219,30203103806,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.022608163,1.72118E-05,Northgate - Virginia
19220,30203103807,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.011563722,7.35464E-06,Northgate - Virginia
19221,30203103808,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.042312876,5.38519E-05,Northgate - Virginia
19222,30203103809,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.01472231,1.34365E-05,Northgate - Virginia
19223,30203103810,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018272426,1.26966E-05,Northgate - Virginia
19224,30203103811,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017021569,1.34934E-05,Northgate - Virginia
19225,30203103812,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.044263068,6.47542E-05,Northgate - Virginia
19226,30203103813,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.034251956,3.59603E-05,Northgate - Virginia
19227,30203103814,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015952022,1.59194E-05,Northgate - Virginia
19228,30203103815,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.06533528,0.000186404,Northgate - Virginia
19229,30203103816,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018141235,1.40563E-05,Northgate - Virginia
19230,30203103901,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.033891891,4.35491E-05,Nudgee - Banyo
19231,30203103902,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,4,Low Accessibility,301001,Brisbane,0.050721109,0.000101515,Nudgee - Banyo
19232,30203103903,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.060297314,6.918E-05,Nudgee - Banyo
19233,30203103904,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.0148807,1.32011E-05,Nudgee - Banyo
19234,30203103905,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.013895067,1.14305E-05,Nudgee - Banyo
19235,30203103906,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016669292,1.1121E-05,Nudgee - Banyo
19236,30203103907,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020505364,2.05132E-05,Nudgee - Banyo
19237,30203103908,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.015518056,1.4612E-05,Nudgee - Banyo
19238,30203103909,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.073718481,0.00016154,Nudgee - Banyo
19239,30203103910,5,Limited Accessibility,4,Low Accessibility,5,Limited Accessibility,5,Limited Accessibility,5,Limited Accessibility,4,Low Accessibility,301001,Brisbane,0.152502502,0.000352969,Nudgee - Banyo
19240,30203103911,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.016038623,1.00788E-05,Nudgee - Banyo
19241,30203103912,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.01859165,1.67757E-05,Nudgee - Banyo
19242,30203103913,5,Limited Accessibility,5,Limited Accessibility,5,Limited Accessibility,5,Limited Accessibility,1,Very High Accessibility,4,Low Accessibility,301001,Brisbane,0.032092222,2.3362E-05,Nudgee - Banyo
19243,30203103914,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.065309625,0.000141664,Nudgee - Banyo
19244,30203103915,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.013737699,1.09938E-05,Nudgee - Banyo
19245,30203103916,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.019746325,2.20157E-05,Nudgee - Banyo
19246,30203103917,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.021011441,1.54747E-05,Nudgee - Banyo
19247,30203103918,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.019538765,2.19158E-05,Nudgee - Banyo
19248,30203103919,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,301001,Brisbane,0.020690532,1.81042E-05,Nudgee - Banyo
19249,30203103920,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.034712643,5.1857E-05,Nudgee - Banyo
19250,30203103921,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.023293003,2.06811E-05,Nudgee - Banyo
19251,30203103922,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018557889,1.80243E-05,Nudgee - Banyo
19252,30203103923,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.025590124,3.83315E-05,Nudgee - Banyo
19253,30203104001,1,Very High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.011749796,7.13599E-06,Nundah
19254,30203104002,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.013940981,0.000009451,Nundah
19255,30203104003,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.015012935,1.28112E-05,Nundah
19256,30203104004,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.015001562,1.11521E-05,Nundah
19257,30203104005,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.03138292,3.61286E-05,Nundah
19258,30203104006,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.016946047,1.61779E-05,Nundah
19259,30203104007,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.01403085,8.81508E-06,Nundah
19260,30203104008,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.014305701,9.69083E-06,Nundah
19261,30203104009,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.019206896,1.10221E-05,Nundah
19262,30203104010,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.01827385,1.49673E-05,Nundah
19263,30203104011,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.01284486,9.01465E-06,Nundah
19264,30203104012,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.012637963,9.5627E-06,Nundah
19265,30203104013,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,301001,Brisbane,0.012254566,8.11351E-06,Nundah
19266,30203104014,1,Very High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.025176959,2.0616E-05,Nundah
19267,30203104015,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.014858295,1.18031E-05,Nundah
19268,30203104016,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.026113199,3.02115E-05,Nundah
19269,30203104017,1,Very High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.017217646,1.73593E-05,Nundah
19270,30203104018,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.018497029,1.44228E-05,Nundah
19271,30203104019,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.018690466,1.75607E-05,Nundah
19272,30203104020,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.013449928,1.03017E-05,Nundah
19273,30203104021,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.017461486,1.13946E-05,Nundah
19274,30203104022,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.018888068,1.21081E-05,Nundah
19275,30203104023,1,Very High Accessibility,1,Very High Accessibility,1,Very High Accessibility,2,High Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.023500244,2.43478E-05,Nundah
19276,30204104101,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.018396141,1.37842E-05,Bracken Ridge
19277,30204104102,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.017274155,1.63181E-05,Bracken Ridge
19278,30204104103,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016359474,1.24434E-05,Bracken Ridge
19279,30204104104,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.021896245,1.90682E-05,Bracken Ridge
19280,30204104105,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.012948219,9.67034E-06,Bracken Ridge
19281,30204104106,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.015243473,1.12049E-05,Bracken Ridge
19282,30204104107,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.016170435,1.17023E-05,Bracken Ridge
19283,30204104108,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017399466,1.56738E-05,Bracken Ridge
19284,30204104109,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.021538436,1.86687E-05,Bracken Ridge
19285,30204104110,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015906176,1.04926E-05,Bracken Ridge
19286,30204104111,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.025443461,3.43364E-05,Bracken Ridge
19287,30204104112,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.026415094,2.03523E-05,Bracken Ridge
19288,30204104113,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.013994939,9.00662E-06,Bracken Ridge
19289,30204104114,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,301001,Brisbane,0.012895073,9.21048E-06,Bracken Ridge
19290,30204104115,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017144939,9.41901E-06,Bracken Ridge
19291,30204104116,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.030706229,4.36542E-05,Bracken Ridge
19292,30204104117,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017007569,1.73981E-05,Bracken Ridge
19293,30204104118,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.019634724,1.9396E-05,Bracken Ridge
19294,30204104119,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014168038,1.19411E-05,Bracken Ridge
19295,30204104120,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.014529175,6.8989E-06,Bracken Ridge
19296,30204104121,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020365703,2.06966E-05,Bracken Ridge
19297,30204104122,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.011738369,7.78561E-06,Bracken Ridge
19298,30204104123,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015291664,1.39079E-05,Bracken Ridge
19299,30204104124,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.010115658,5.9999E-06,Bracken Ridge
19300,30204104125,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.017664866,1.34205E-05,Bracken Ridge
19301,30204104126,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.028730473,4.31491E-05,Bracken Ridge
19302,30204104127,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.039472325,5.52894E-05,Bracken Ridge
19303,30204104128,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.028194421,3.44959E-05,Bracken Ridge
19304,30204104129,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.072222092,0.000131067,Bracken Ridge
19305,30204104130,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.017533146,1.73236E-05,Bracken Ridge
19306,30204104131,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020095662,1.99913E-05,Bracken Ridge
19307,30204104132,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.011651268,8.18403E-06,Bracken Ridge
19308,30204104133,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.020349483,1.62865E-05,Bracken Ridge
19309,30204104134,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.019981505,1.66488E-05,Bracken Ridge
19310,30204104135,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.02654783,3.31904E-05,Bracken Ridge
19311,30204104136,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.013964959,1.1632E-05,Bracken Ridge
19312,30204104201,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.059993255,0.000159484,Brighton (Qld)
19313,30204104202,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018397785,1.61271E-05,Brighton (Qld)
19314,30204104203,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.028232137,3.66274E-05,Brighton (Qld)
19315,30204104204,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.02250701,1.82599E-05,Brighton (Qld)
19316,30204104205,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015266367,1.34234E-05,Brighton (Qld)
19317,30204104206,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.01254922,8.30136E-06,Brighton (Qld)
19318,30204104207,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.014604266,1.23797E-05,Brighton (Qld)
19319,30204104208,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.021400263,1.49259E-05,Brighton (Qld)
19320,30204104209,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.030547416,2.56649E-05,Brighton (Qld)
19321,30204104210,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.019503065,0.000019923,Brighton (Qld)
19322,30204104211,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.025201409,2.64038E-05,Brighton (Qld)
19323,30204104212,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.019453147,0.00001526,Brighton (Qld)
19324,30204104213,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017308069,1.64004E-05,Brighton (Qld)
19325,30204104214,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.019299968,1.5357E-05,Brighton (Qld)
19326,30204104215,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016092636,1.47341E-05,Brighton (Qld)
19327,30204104216,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.025185172,2.19801E-05,Brighton (Qld)
19328,30204104217,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.022845012,2.41268E-05,Brighton (Qld)
19329,30204104218,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.021227287,2.06641E-05,Brighton (Qld)
19330,30204104219,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018494558,2.04828E-05,Brighton (Qld)
19331,30204104220,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018136144,1.85046E-05,Brighton (Qld)
19332,30204104221,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015648942,1.1975E-05,Brighton (Qld)
19333,30204104222,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.036539117,5.15727E-05,Brighton (Qld)
19334,30204104223,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.012606698,8.35079E-06,Brighton (Qld)
19335,30204104301,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018895368,8.78657E-06,Deagon
