OBJECTID,sa1no,metroariac,metroarian,ma_edu,ma_edu_n,ma_fpost,ma_fpost_n,ma_hlth,ma_hlth_n,ma_ptrans,ma_ptransn,ma_shop,ma_shop_n,ucl_code,ucl_name,Shape_Leng,Shape_Area,Suburb_Name
18451,30101100101,3,Moderate Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.032404224,2.60886E-05,Alexandra Hills
18452,30101100102,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.017255417,1.27029E-05,Alexandra Hills
18453,30101100103,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.066032639,0.000123153,Alexandra Hills
18454,30101100104,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020956802,1.91721E-05,Alexandra Hills
18455,30101100105,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.048394747,8.49326E-05,Alexandra Hills
18456,30101100106,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.013801029,0.000008617,Alexandra Hills
18457,30101100107,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.015795152,1.08294E-05,Alexandra Hills
18458,30101100108,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016335689,1.48281E-05,Alexandra Hills
18459,30101100109,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.028774546,4.8786E-05,Alexandra Hills
18460,30101100110,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015254952,1.43899E-05,Alexandra Hills
18461,30101100111,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.019761056,1.71919E-05,Alexandra Hills
18462,30101100112,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.014119983,8.99645E-06,Alexandra Hills
18463,30101100113,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.011606528,8.57289E-06,Alexandra Hills
18464,30101100114,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.017386724,1.51366E-05,Alexandra Hills
18465,30101100115,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018637067,1.69284E-05,Alexandra Hills
18466,30101100116,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.022107216,2.84308E-05,Alexandra Hills
18467,30101100117,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.018608649,2.089E-05,Alexandra Hills
18468,30101100118,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.023475584,1.58523E-05,Alexandra Hills
18469,30101100119,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.019101088,1.33429E-05,Alexandra Hills
18470,30101100120,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.027409328,3.72587E-05,Alexandra Hills
18471,30101100121,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.029816358,2.88266E-05,Alexandra Hills
18472,30101100122,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.01722643,1.21935E-05,Alexandra Hills
18473,30101100123,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020929156,2.24102E-05,Alexandra Hills
18474,30101100124,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.013397627,7.70949E-06,Alexandra Hills
18475,30101100125,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.016015031,1.4003E-05,Alexandra Hills
18476,30101100126,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015475118,1.2946E-05,Alexandra Hills
18477,30101100127,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.011766572,8.61019E-06,Alexandra Hills
18478,30101100128,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015400235,1.42208E-05,Alexandra Hills
18479,30101100129,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014465406,1.27864E-05,Alexandra Hills
18480,30101100130,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020321862,2.00077E-05,Alexandra Hills
18481,30101100131,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.020037877,1.73515E-05,Alexandra Hills
18482,30101100132,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014589812,6.38537E-06,Alexandra Hills
18483,30101100133,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020199535,2.25033E-05,Alexandra Hills
18484,30101100134,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.019202818,2.24348E-05,Alexandra Hills
18485,30101100135,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.023404655,1.83633E-05,Alexandra Hills
18486,30101100136,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.022655839,2.16939E-05,Alexandra Hills
18487,30101100137,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.01972845,1.10502E-05,Alexandra Hills
18488,30101100138,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.015583392,9.81655E-06,Alexandra Hills
18489,30101100139,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.016253676,1.56466E-05,Alexandra Hills
18490,30101100140,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.019453621,2.05611E-05,Alexandra Hills
18491,30101100141,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.01755838,2.06127E-05,Alexandra Hills
18492,30101100142,3,Moderate Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.025666344,2.24972E-05,Alexandra Hills
18493,30101100143,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.090912639,0.000241747,Alexandra Hills
18494,30101100144,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.034006441,5.0318E-05,Alexandra Hills
18495,30101100145,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.028612646,3.90469E-05,Alexandra Hills
18496,30101100201,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.066868975,0.000223142,Belmont - Gumdale
18497,30101100202,5,Limited Accessibility,5,Limited Accessibility,5,Limited Accessibility,5,Limited Accessibility,5,Limited Accessibility,3,Moderate Accessibility,301001,Brisbane,0.055518705,0.000190041,Belmont - Gumdale
18498,30101100204,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.071471811,0.000205143,Belmont - Gumdale
18499,30101100205,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.073032564,0.000161609,Belmont - Gumdale
18500,30101100206,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,301001,Brisbane,0.144245075,0.00050688,Belmont - Gumdale
18501,30101100207,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,301001,Brisbane,0.049078365,9.35043E-05,Belmont - Gumdale
18502,30101100208,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.047082209,9.95754E-05,Belmont - Gumdale
18503,30101100209,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.053022332,0.000143592,Belmont - Gumdale
18504,30101100210,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.046756611,0.000137422,Belmont - Gumdale
18505,30101100212,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.011197418,7.5491E-06,Belmont - Gumdale
18506,30101100213,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.01624049,1.54676E-05,Belmont - Gumdale
18507,30101100214,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.011407962,6.13004E-06,Belmont - Gumdale
18508,30101100215,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,301001,Brisbane,0.01797142,1.79497E-05,Belmont - Gumdale
18509,30101100216,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.018152532,1.21098E-05,Belmont - Gumdale
18510,30101100217,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.092556502,0.00024977,Belmont - Gumdale
18511,30101100218,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,301001,Brisbane,0.01533556,1.25735E-05,Belmont - Gumdale
18512,30101100219,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.022909511,2.03857E-05,Belmont - Gumdale
18513,30101100220,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.016089163,1.10448E-05,Belmont - Gumdale
18514,30101100221,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,301001,Brisbane,0.019363329,1.76458E-05,Belmont - Gumdale
18515,30101100301,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.02175801,2.73461E-05,Birkdale
18516,30101100302,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.023381852,2.28523E-05,Birkdale
18517,30101100303,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.031205352,2.42938E-05,Birkdale
18518,30101100304,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.025103239,3.51634E-05,Birkdale
18519,30101100305,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.022649906,2.88206E-05,Birkdale
18520,30101100306,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018578766,2.14128E-05,Birkdale
18521,30101100307,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.026043316,3.55489E-05,Birkdale
18522,30101100308,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.02911221,2.91785E-05,Birkdale
18523,30101100309,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015040241,1.38112E-05,Birkdale
18524,30101100310,4,Low Accessibility,5,Limited Accessibility,5,Limited Accessibility,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,301001,Brisbane,0.048315879,8.80634E-05,Birkdale
18525,30101100311,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.024648711,3.07794E-05,Birkdale
18526,30101100312,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.012699376,9.08357E-06,Birkdale
18527,30101100313,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.016731465,1.67568E-05,Birkdale
18528,30101100314,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.023241319,1.58593E-05,Birkdale
18529,30101100315,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.017253623,1.33926E-05,Birkdale
18530,30101100316,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.020540182,2.5319E-05,Birkdale
18531,30101100317,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.020387928,2.11018E-05,Birkdale
18532,30101100318,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018544332,1.60102E-05,Birkdale
18533,30101100319,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.015005235,1.26897E-05,Birkdale
18534,30101100320,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.022228577,1.97452E-05,Birkdale
18535,30101100321,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.020642378,2.15235E-05,Birkdale
18536,30101100322,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016979704,9.71217E-06,Birkdale
18537,30101100323,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.022826813,2.04683E-05,Birkdale
18538,30101100324,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.039701803,4.56839E-05,Birkdale
18539,30101100325,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.022412587,2.17914E-05,Birkdale
18540,30101100326,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.091503926,0.000227751,Birkdale
18541,30101100327,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.034384383,6.82278E-05,Birkdale
18542,30101100328,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.011056614,7.8381E-06,Birkdale
18543,30101100329,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017276808,1.01858E-05,Birkdale
18544,30101100330,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.013238371,1.07217E-05,Birkdale
18545,30101100331,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017234939,1.22283E-05,Birkdale
18546,30101100332,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015362106,1.25729E-05,Birkdale
18547,30101100333,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.017237429,1.04181E-05,Birkdale
18548,30101100334,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.01739565,1.17836E-05,Birkdale
18549,30101100335,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.024631349,2.92854E-05,Birkdale
18550,30101100336,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.024484419,3.00421E-05,Birkdale
18551,30101100401,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016057965,1.53303E-05,Capalaba
18552,30101100402,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.023531046,2.10037E-05,Capalaba
18553,30101100403,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.032055849,4.85282E-05,Capalaba
18554,30101100404,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.014697836,1.42744E-05,Capalaba
18555,30101100405,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.028579397,1.70948E-05,Capalaba
18556,30101100406,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.020922815,1.70042E-05,Capalaba
18557,30101100407,2,High Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.051877047,9.99668E-05,Capalaba
18558,30101100408,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.01795291,1.13793E-05,Capalaba
18559,30101100409,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,301001,Brisbane,0.021999734,2.03121E-05,Capalaba
18560,30101100410,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,301001,Brisbane,0.03103989,2.67872E-05,Capalaba
18561,30101100411,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.0175986,1.22586E-05,Capalaba
18562,30101100412,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018075752,1.71865E-05,Capalaba
18563,30101100413,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020702485,1.61234E-05,Capalaba
18564,30101100414,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.017453955,1.21112E-05,Capalaba
18565,30101100415,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014381003,1.24281E-05,Capalaba
18566,30101100416,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.021553736,1.40669E-05,Capalaba
18567,30101100417,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.024026045,2.1134E-05,Capalaba
18568,30101100418,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.015735321,1.13793E-05,Capalaba
18569,30101100419,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014753713,9.74374E-06,Capalaba
18570,30101100420,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.021731869,1.42995E-05,Capalaba
18571,30101100421,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,1,Very High Accessibility,301001,Brisbane,0.023272739,2.17555E-05,Capalaba
18572,30101100422,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,301001,Brisbane,0.0771693,0.000140467,Capalaba
18573,30101100423,2,High Accessibility,2,High Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,1,Very High Accessibility,301001,Brisbane,0.01214864,8.87223E-06,Capalaba
18574,30101100424,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.012923248,9.18839E-06,Capalaba
18575,30101100425,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.025366993,2.32045E-05,Capalaba
18576,30101100426,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.04311537,0.000104138,Capalaba
18577,30101100427,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.095381337,0.000238386,Capalaba
18578,30101100428,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.018593112,1.71076E-05,Capalaba
18579,30101100429,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015025239,8.64392E-06,Capalaba
18580,30101100430,4,Low Accessibility,5,Limited Accessibility,5,Limited Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.04753754,0.000126235,Capalaba
18581,30101100431,4,Low Accessibility,5,Limited Accessibility,5,Limited Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,301001,Brisbane,0.056623335,0.00012513,Capalaba
18582,30101100432,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,301001,Brisbane,0.055917515,0.000102349,Capalaba
18583,30101100433,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.044065079,8.83944E-05,Capalaba
18584,30101100434,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.021055874,2.07475E-05,Capalaba
18585,30101100435,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.017849626,1.22484E-05,Capalaba
